bank,quarter,speaker,firm,topic,finbert_sentiment,text
hsbc,2024-q1,ANDREW COOMBS,CITI,-1,negative,"Firstly, just to commend Noel as well on his five years as CEO, but
also to acknowledge your long stint at HSBC beforehand too. Two questions, please. Firstly,
on the UK NIM, you’ve seen an improvement for a second consecutive quarter, another six
basis points, so outperforming some of the domestic peers. I can see your loans and deposit
balances look fairly flat in that entity. Perhaps you could just comment on what you’re seeing
in terms of deposit migration, mortgage re-fi, and what’s driving that NIM improvement and how
sustainable you think that improvement is going forward as well?
The second one is just a clarification on Argentina. You booked $0.5 billion in Q1, guiding to
$1 billion for the full year based on last year’s experience. Presumably what you’re therefore
saying is a step down to $0.2 billion per quarter for the remainder of the year, given that you
don’t expect the transaction to necessarily close until 12 months’ time?"
hsbc,2024-q3,ANDREW COOMBS,CITIGROUP,-1,positive,"Good morning, and good afternoon for those in Hong Kong.
Two questions, please. One, firstly, just on the reorg and strategy – a very simple question.
Given the new structure, where does that leave Mexico? Any thoughts on Mexico would be
appreciated.
Secondly, on the financials themselves, on that non-NII strength, where fee and other income
is up 32% year on year – and you’ve highlighted you’ve now had three consecutive quarters of
double-digit growth. Previously, if I go back to your investor day in 2023, you talked about high
single-digit growth for Asian Wealth specifically. You’re clearly running well ahead of that and
consistently running well ahead of that, so to what extent do you think we can extrapolate that
double-digit growth into future quarters in the next year? Thank you."
hsbc,2024-q3,AMAN RAKKAR,BARCLAYS,-1,neutral,"Good morning and good afternoon. Thanks very much for the
presentation and the questions. One on restructuring and one on net interest income, please.
I’m just trying to scope the degree of ambition that you might have around restructuring. It looks
like efforts to restructure the business are focused on delivering net cost saves. You’re clearly
doing very well on revenues at the moment, particularly with the three businesses that are
presumably a source of near-term upside to market expectations, but I think the outlook is
volatile. A lot of these things are outside of your area of control. So what is the scale of the
ambition around what you’d be looking to achieve on things like cost and RWAs, as you try and
future-proof the medium-term return on tangible equity outlook?
And then I had a second question on net interest income, so I think I’m taking the banking NII
guide at face value and trying to nix out Argentina. I think it’s implying an annualised run rate
of around $41.5 billion at the fourth quarter as a jumping off point into 2025. It may be a bit of
a low-value question, but I’m interested if you were able to, at this stage, comment on banking
net interest income as per consensus in 2025. I think the street is at around $41 billion versus
that $41.5 billion, not looking for too much attrition from here – it would be great to get, if you’re
not willing to put a number on it, how you see the moving parts are out there, please. Thank
you very much."
hsbc,2024-q3,KUNPENG MA,CHINA SECURITIES,2,positive,"Good morning, Georges. Good morning, Jon. Thank
you for taking my question. I’ve got one question on transaction banking because we’ve seen
a slight recovery in transaction banking income in the third quarter, but I think that’s maybe
driven by FX volatility, but maybe we can see more rate cuts going forward and maybe we’re
going to see continued FX volatility going forward, so could you please give me a little bit more
colour on the future outlook of transaction banking income? If you could comment on both NII
and non-NII, that would be quite appreciated. Thank you."
hsbc,2024-q3,AMIT GOEL,MEDIOBANCA,-1,neutral,"Thank you. Two questions from me. One, just going back on the
simplification programme, I’m just curious – I guess, in the past, the group hasn’t opted to
combine Commercial Banking and GBM, so I’m just curious what’s seen as different now which
makes this more feasible and easier to execute with less revenue attrition or other
considerations.
Secondly, just on the ECL charges, those were a little bit higher than I anticipated. It looks like
a bit of that’s from Hong Kong wholesale and in the UK ringfenced bank, so I’m just curious if
there’s any additional colour you can provide on that, and how are you thinking about the 40bps
in the context of the guidance into next year? Thank you."
hsbc,2024-q3,GURPREET SINGH SAHI,GOLDMAN SACHS,-1,neutral,"Thank you for taking my question, and
congratulations on a good set of numbers. I have two, and mostly follow-ups. The first is on
Wealth, and then we’ll move to Hong Kong CRE. On Wealth, can I check with the so-called
‘policy rescue’ in China? It’s only a month old, and for this reporting quarter, maybe only a
week. Have we seen from August, as we transitioned into September, good wealth
management income traction better than what we’re reporting in Q3, and then, in October, that
continued, maybe even accelerated? Some colour there would be helpful.
And then, on Hong Kong CRE specifically – not talking about Hong Kong in general – can we
get numbers on the NPL ratio within the overall global CRE book and also the Hong Kong CRE
book, as at the half-year, we were at 9% stage three loans in both? Thank you very much."
hsbc,2024-q3,JEREMY HOU,CICC,0,neutral,"Good morning, Georges. Good morning, Jon. My first question is on the
structural hedge. Georges, you mentioned that $25 billion is a good run rate for you to build up
the structural hedge in the second half, but in Q3 that increased by $27 billion, and maybe most
of that comes from FX impact. Do you still stick to a $25 billion run rate, or would you like to
accelerate it?
The second question is I’d like to hear your thoughts on what areas HSBC can further make
investments, because it seems like over the years our strategy always emphasised that the
bank had to make excellent good cost discipline, and we did it. We made some investments,
but mostly small ones. If you look forward, do you see any opportunities that may help to further
drive growth and take market share, or do you think it’s better to stay cautious as we are still
facing some top-line pressures? Thank you."
hsbc,2024-q3,KATHERINE LEI,JP MORGAN,-1,neutral,"Thanks, Georges, and thanks, Jon. My questions will be two.
The first one I would like to ask is about NII. The confusing thing here is that the headline NII
actually slightly misses expectation, but if we work out the banking NII there’s a moderate beat,
and also we try to calculate what is the banking net interest margin. It seems it’s by and large
stable. Just starting in Q3 HIBOR actually went down on average 50 basis points. May I ask
what is driving that stable net interest margin? Will it be from the liabilities management side?
Just now Jon gave us some colour in terms of deposit migration, but is it possible to give me
some numbers to work around? What is the CASA ratio in Hong Kong and how has the trend
changed? This will be my first question.
My second question is that, when I look at the RWA migration, on the numerator I saw that in
the migration side there is a $2 billion addition to CET1 capital due to movement in reserves.
Can we get a bit of colour on that one? Will we be seeing a similar type of movement in the
coming quarters?
Actually, I have one additional question on the loss that we were talking about, the legacy
securities. Can you give us a bit of colour on this one. I understand that management put this
into notable items, so supposedly to be one off, but is it really one off in nature? Will we have
other securities and perpetual bonds that we would like to redeem in the future? For example,
do we have another 10% type of perpetual bond currency in our book that we may be looking
to redeem when opportunities arise? Thank you."
hsbc,2024-q3,ED FIRTH,KBW,-1,neutral,"Morning, everybody. Thanks for taking the questions. I just have two
questions. One was just a clarification. Just to be clear, the $1.1 billion increase in stage three
loans in Hong Kong, is that all CRE, just to be clear on that? That was the first question.
The second one is we’ve obviously got a US election coming up in the next couple of weeks,
and I just wondered if you could give us some thoughts from your perspective in terms of the
possible risks and opportunities that you see that could come out of that with the two realistic
options. Just related to that, there was a lot of press comment that your reorganisation was
driven by splitting up the Asian and the UK or developed markets businesses. Is that actually
right, or is that just idle speculation from journalists?"
hsbc,2024-annual,GURPREET SINGH SAHI,GOLDMAN SACHS,-1,neutral,"Thank you. If I can have two, please, the first
is on CIB. Thank you for the 14% trailing RoTE. So with the cost saves, etc, where do we
expect the CIB RoTE to trend over the next couple of years and how would the management
think about incremental capital allocation in that business division? I know that interest rates
are having an impact. So implied question is - let’s say interest rates were a lot lower and
payments, cash management, etc, earn us less.
And then the second one is on International Wealth and Premier Banking. Thanks, again, for
the 16% RoTE. So how should we think about incremental technology or new apps or gaining
market share in the cross-border area as it relates to International Wealth, given that the RoTE
is not so high? For example, Zing and those kinds of apps, where we were looking at competing
with the fintech – how competitive would we want to be? Thank you so much."
hsbc,2024-annual,KIAN ABOUHOSSEIN,JP MORGAN,1,neutral,"Hi. Thanks for taking my questions. The first one is
related to the $1.5 billion reallocation of costs. I just wanted to understand a bit if you could talk
around the revenues associated, the capital and the risk-weighted assets, so we get a bit of an
idea of the optimisation of this capital, and secondly, also what the return on investment on this
that you expect — you mentioned a high hurdle rate.
And then the second question is more general to you, Georges. I mean, you are a CIB guy;
you think about curveball issues all the time, spillover effects. So I’m quite interested about how
you are planning for tariffs within the Group, and in particular how you’re thinking about the
curveballs, not the direct impacts, but the indirect impacts that are impacting you from CRE to
Wealth growth, etc, FX, and how you’re basically putting that in your planning on your outlook
and sensitivities around that. Thanks."
hsbc,2024-annual,BENJAMIN TOMS,RBC,-1,neutral,"Good morning, both. Thank you for taking my questions. The first
one is on capital, please. In relation to your CET1 ratio guidance of 14% to 14.5%, before today,
this used to have a caveat: you’d aim to manage this down further over time. I just note that
that hasn’t been mentioned in today’s update. What are your latest thoughts on your medium-
term ambitions for the CET1 ratio and has there been any change in sentiment?
And then, secondly, on costs in relation to your $1.5 billion of savings, you note that they will
be taken to the bottom line, although presumably there’ll be offsets from drivers such as
inflation. Maybe you could just clarify directionally what you expect the shape of costs will do
coming out of 2025 and going into 2026 and 2027? Thank you."
hsbc,2024-annual,KUNPENG MA,CHINA SECURITIES,3,neutral,"Thank you. Thank you for taking my question. This is
Kunpeng of China Securities. And congratulations to the very strong result. I also have two
questions. The first question is a little bit out of the bank itself. And Georges, could you please
share some colour on the global trade business and also the wealth management business? I
mean your feelings about the trends in these two businesses. I think, as a CEO, your feeling
must be quite insightful.
The second is about the new business areas you mentioned, along with your reform. I think
many of them are non-capital consuming. So to what level should we expect the revenue
structure to change to, going forward? Maybe the non-NII portion will be much higher than one-
third. Yeah, that’s my two questions. Thank you."
hsbc,2024-annual,JEREMY HOU,CICC,-1,neutral,"Thank you for taking up my question. My first question is related to the
capital distribution. Thank you for elaborating on the capital distribution hierarchy, but I
recognise that you are guiding to a mid-teens RoTE for the next three years, but only a 50%
dividend payout for 2025. So what are the implications behind it? And we can see the bank’s
share price is above one-times price to book, so will that affect your future consideration
between buybacks and maybe raise the dividend payout?
And the second question is on the loan growth. HSBC has been consistently guiding to a mid-
single-digit loan growth for the medium to long term, but it’s still very challenging in the near
term. So what circumstances do you think might be necessary for the bank to finally hit the
target, and to what extent is that loan growth assumption baked into our Banking NII guidance?
Thank you."
hsbc,2024-annual,ANDY COOMBS,CITIGROUP,1,neutral,"Good morning. If I can have two follow-ups, please, firstly on
the capital return and secondly on the costs. On the buybacks, if you could just clarify, the $2
billion is obviously a step down from $3 billion. Should we think about that as a permanent step
down, given that you now need to absorb these upfront restructuring charges, or does the $2
billion reflect a shorter timing period between Q4 and Q1 results compared to other quarters?
That’s the first question.
The second question, I want to have another stab at the costs. Ben asked about this. I think
the walk to 2025 is very clear, but if we then think about the walk to 2026, should we assume
a similar level of inflation and investment? Is 4% a fair assumption for future years in your view
as well? Then when we eyeball slide 29, which has that cost phasing, and it looks like there’s
a $600-700 million step up in the cost saves in 2026, before the full run rate is recognised in
2027. So are we looking at a 4% increase in 2026 from that 2025 guide, less another
incremental $700 million of cost saves, so a sub-$34 billion cost number? Anything you can
give us in terms of how to frame, more explicitly, that 2026 and 2027 cost base would be really
helpful. Thank you."
hsbc,2024-annual,AMIT GOEL,MEDIOBANCA,-1,neutral,"Thank you. Two questions then from me. One is, again, just
when you’re talking about the mid-teens RoTE target, so this year on a reported basis it was
14.6%, on ex. notable items 16%. I just wanted to see, are you thinking about that more in line
with the underlying ex. notable items level that you’ve achieved this year and that you can
maintain that given the cost savings and wealth management growth that you’re targeting, or
are you looking at it closer to the reported number that you achieved in 2024?
Then secondly, I just wanted to dig in a bit more in terms of the potential revenue impact or
lack of from the cost actions, including the re-prioritisation, just to understand how you’re
thinking about the marginal or negligible revenue impact. Is that because you just expect the
revenue growth elsewhere from the reallocation of cost, or how you’re thinking about that?
Thank you."
hsbc,2024-annual,KATHERINE LEI,JP MORGAN,4,neutral,"I just want to clarify on the cost questions. I would like to ask
about the second $1.5 billion. Have we factored that in in the mid-teens RoTE guidance?
Because when we are exiting some business, we need some regulatory approval and it’s hard
to gauge the timeline. What assumptions do we have regarding these parts in our mid-teens
RoTE guidance? The underlying question is will we see some upside, because if we do it faster
or slower?
The second one, I still want to ask about CRE question. I think it’s an old question, but I think
we still have a lot of people, a lot of investors care about it. Both in Hong Kong and China in
last quarter we heard some events which led to some concerns on these areas. If I look at our
Q4 numbers, I know that some are edging up on the ECL charges. Is any parts of that related
to CRE and what is our outlook on CRE in both regions? Thank you."
hsbc,2024-annual,JOE DICKERSON,JEFFERIES,4,negative,"Thank you for taking my question. Just a quick one following
on from the Hong Kong CRE question. If I look at the ECL allowance to stage 3, it was 67%
FY23, and that’s fallen to, I think, about 26% – 25-26% – in respect of full-year for the
Hong Kong piece. So I guess I’m just wondering what explains that decline. Is it the proportion
of the stage 3s that are secured that’s driving that reduction in coverage, or what’s the answer
there, and how low can that number go?"
hsbc,2024-annual,AMAN RAKKAR,BARCLAYS,-1,neutral,"Good morning, Pam. Good morning, Georges. I had two
questions. I think you’re pointing to much better pre-provision profit outlook than consensus. I
guess we’ve laboured the discussion around costs, but my takeaway is that it is broadly flattish
beyond 2025, and maybe a bit of growth, but well lower than where the street is. I think Banking
NII guidance also speaks for itself, so there are two related questions to that.
One is around non-interest income. There’s a lot of moving parts on non-interest income, but I
think you’re coming in with significant momentum on non-interest income, in excess of
consensus, but we do have a lot of moving parts there. Is there anything you can do to help
us? I know you don’t like to talk too much about non-interest income, because there’s volatile
line items in it, but you’ve got double-digit growth momentum in wealth management, trade
that’s probably growing low to mid-single digits. Who knows what markets do, but they’re
probably not going backwards. Then you’ve got a retail piece as well. But it just does feel like
that is something that is trending well in excess. So if you were able to comment in respect of
2025 consensus, that would be really helpful.
The second is about Banking NII. So the $42 billion guidance this year is great. And I know
there’s a lot of focus on lending, but really it’s deposits that matter, right? You alluded to the
strength of your franchise. And loans are going to be subdued for a while, but deposits are
already growing and, indeed, they’re going to continue growing from here. Can you try and help
us with that? Are you able to quantify the deposit growth and average interest-earning asset
growth that we might look to expect? Because I think you can comfortably grow your balance
sheet despite a subdued demand dynamic in your key markets. I think that would helps
underpin the Banking NII beyond 2025.
My last question, then, is around FX and if you were to mark to market any of the cost guidance,
for example, for the spot FX rate, if that would affect any of your guidance or commentary
today, that would be really helpful. Thanks so much."
hsbc,2024-annual,ROB NOBLE,DEUTSCHE NUMIS,1,neutral,"Good morning. Thank you for taking my questions. I just
wanted to ask a little bit more on the $1.5 billion of reallocation in the strategy. How much line
of sight do you have on it at this point? I presume GBM, Germany and France is around
$500 million in costs. Do you know where the other $1 billion is coming from, and the phasing
of it? And then, linked to that, what are the restructuring charges from this part of the strategy?
Should I still be thinking about 1.2 times the costs saved as additional below-the-line items
against that $1.5 billion, or is that the wrong way to think about it?"
hsbc,2024-interim,ANDREW COOMBS,CITIGROUP,0,neutral,"Good morning. Thank you both for the comments. I have
a couple of questions from my side – one big picture, one into the numbers. First the big picture
question. Noel, you highlighted all the things you can be proud of during your tenure, but
perhaps with the benefit of hindsight, I would be interested in any thoughts you had on anything
you might have done differently. And then linked to that as well, Georges, I think you were on
the tape this morning talking about accelerating the existing execution, so any tangible
examples you can provide on that would be helpful as well.
Then in terms of the numbers question, thank you for the additional disclosure around the
structural hedge. I think you talked about $55 billion maturing in the second half at a 2.8% yield.
Is it fair to assume that the new position that you’re putting on is probably about 1% higher than
that, given where the forward curve is? Prior to any offset from adding to the existing structural
hedge, notional it’s about $0.5 billion of NII uplift. Is that fair?"
hsbc,2024-interim,AMIT GOEL,MEDIOBANCA,-1,neutral,"Thank you for taking my questions. I have three. First, I was a
bit surprised to get the 2025 profitability target, which does seem to be a little bit above
consensus. I think consensus is about 14%, so I guess a bit of variation on mid-teens, but if
that’s 15, 16, 17%, I’m just curious where you see a bit more upside. Is that mainly on the
revenues or can you see a bit more cost control?
And then linked to that, Georges, I think in your comments as well you talked about growing
revenues on a sustainable basis – just curious again how you’re thinking about that, potentially
with some NII headwinds.
And then, lastly, Noel, I think you used the term ‘sluggish’ or ‘subdued’ a few times when talking
about the environment – just curious when you think that will potentially turn and we can see a
more constructive environment for some of those markets. Thank you."
hsbc,2024-interim,JOSEPH DICKERSON,JEFFERIES,0,neutral,"Thank you for taking my question. Just a couple of quick
things – so on the ROTE guidance, if you look, in the first half of the year you’ve done an
underlying number of 17%, you’ve had a few credit headwinds, but generally benign. If you
think about things like cash moving into invested assets, which should be higher ROE, your
Wealth and Personal Banking ROE is around 31% at the moment; you’re doing about a 22%
UK ROE. What would hold you back from maintaining that level in 2025 and 2026, not
withstanding some rate cuts? Because it seems like there’s a lot more flex in your business
model. I know you need to be conservative, but is it rates that would hold you back – lack of
activity?"
hsbc,2024-interim,RAUL SINHA,JP MORGAN,0,neutral,"Good morning. Thank you for taking my questions. I was just
trying to dig into some of your commentary around the hedge. I’ve got two questions. The first
one is: I’m just trying to understand how the notional size of the hedge is changing in the UK
versus the rest of the world. My understanding was that the structural hedging in the UK was
quite a mature book, so I wouldn’t have expected that to increase in size going forward. When
we think about the rest of the world, it looks like your structural hedging was more recent so
there’s probably scope to increase that, but maybe the refinancing yield is a bit higher. Is that
the right understanding, first question?
The second question is just coming to the Hong Kong CRE book and some of the disclosure
you’ve called out there. I think $36 billion of total exposure. 40% of that is unsecured. I was just
wondering if you could give us a little bit more additional colour around the unsecured part of
Hong Kong CRE. I think you said it’s very good quality, but how you look to manage the risks,
given the unsecured nature of this CRE book. Thank you."
hsbc,2024-interim,JEREMY HOU,CICC,3,neutral,"Good morning, Noel. Good morning, Georges. My first question is on
non-interest income. If my maths is correct, my calculation shows that our adjusted non-interest
income is $5.8 billion this quarter compared to $5.3 billion a year ago, and we had $200 million
growth on loans. Transaction banking is relatively stable, so it seems GBM contributed a lot
this quarter. So, I understand that this business has seasonality and is volatile, but do you
expect that momentum to continue going forward or do you think the second half of last year is
a relatively weak comparison?
The second question is a broader one because I realised now you speak less about focusing
on Asia these days than you used to and emphasising more on the global network. Yes,
sometimes in some ways they do intersect, but I’m wondering do you still focus on exploring
some growth opportunities in Asia and Wealth business in the future and do you have a capital
distribution hierarchy and preference among dividends, buy-backs and growth? Thank you."
hsbc,2024-interim,AMAN RAKKAR,BARCLAYS,-1,positive,"Good morning, gents, Noel I just wanted to start off and
congratulate you on your excellent tenure at HSBC."
hsbc,2024-interim,ED FIRTH,KBW,-1,neutral,"Thanks very much. Again, good morning, everybody. I’d just echo Aman’s
comments and thank you, particularly to you, Noel, because it’s been a pretty turbulent period
where you’ve been CEO. I think there were a number of times when if somebody had said
you’d be making mid-teens returns I would have thought that that was delusional so thank you
very much for that –"
hsbc,2024-interim,KATHERINE LEI,JP MORGAN,-1,negative,"Hi, good morning. Thanks for answering my questions. I have
two, both related to capital. On the capital side, we saw there is $6.4 billion of additions to
RWAs. May I know what is that related to? I think in the notes it’s something related to modelling
so I would like to know what assumption changes leads to this $6.4 billion and is that a one-off
or should we see this as an ongoing addition to the RWA?
Number two, we noticed some deterioration in asset quality on the Hong Kong CRE book.
According to the disclosures, the deterioration seems quite significant as well. Can you explain
to us what is the impact on capital? Because we understand that there is limited impact on ECL
charges but mainly reflected on capital. So, what is the drag on capital?
And then also, going forward, what is your view on Hong Kong CRE, in particular for the loans
which are already in the stage 3 categories? Are you expecting that there will be a recovery of
loans through disposal of collateral or are you expecting that the borrowers will eventually make
up for the loans? Thank you."
hsbc,2024-interim,GURPREET SINGH SAHI,GOLDMAN SACHS,-1,neutral,"Good morning. First of all, Georges, congrats,
and, Noel, congratulations for a new path, wherever you choose to be.
Thank you for the helpful disclosures on the hedge, etc. I have two questions, which are pretty
much linked, regarding falling rates and how does the management see it. First of all, the
Wealth income – it’s an odd cycle with Wealth income and AUM growth rates being elevated
as interest rates are high. So, when they do fall, do we have any precedent as to whether there
will be an impact on the Wealth income from falling rates or we don’t get that much benefit from
income? We see right now that a lot of the mainland Chinese money is also coming out and
parking in Hong Kong. So that’s the first part of the question.
The second is lending growth. We have targets for mid-single digits, but, when we think about
modelling banking NII, we have to look at average interest-earning assets. So, I’m wondering
– we have lots of liquidity on the balance sheet. If rates do fall and then some of these
depositors don’t feel incentivised, do we get overall deposit growth not so strong, which in turn
leads to average interest-earning assets not growing, and hence we should not be modelling
average interest-earning assets growth at mid-single digits? So help us to think of that. Thank
you so much."
hsbc,2025-q1,BENJAMIN TOMS,RBC,-1,positive,"Good morning, both, and thank you for taking my questions. Firstly,
you mentioned in the release that you’ve launched a strategic review of Malta. At full-year
results, we were relatively early in the strategic refresh process. Are there other geographies
that you’re also strategically reviewing? At full-year results, you talked about $1.5 billion of
gross cost saves. Now you’re deeper into that process, have you seen any potential to be able
to achieve cost saves in excess of that target?
And then, secondly, one of the features of your Q1 results was the strength in fees and other
income. Can you provide some colour on how substantial that print is and how much is driven
by the augmented volatility? Thank you."
hsbc,2025-q1,JOSEPH DICKERSON,JEFFERIES,4,neutral,"Hi. Thank you for taking my question. Congrats on a
strong set of numbers and some clarity on your thinking on the path forward. Can I just ask on
the plausible downside scenarios for the low-single-digit impact on revenue? I guess, what
was the point of undertaking that exercise? Was it to, basically, show that the perception of
the bank as a global trade bank, in some ways, may be exaggerated about how, basically,
you’re not overly reliant on any particular corridors? And I guess, what kind of elements went
into that scenario in terms of magnitude of the drawdown on trade?
And then, secondly, just on that, could you opine on any opportunities that you’re seeing or
that you foresee as a result of what’s happening – not that what’s happening is necessarily
certain at the moment, but just any opportunities that you can see, based on any initial
discussions? And then you had very strong new-to-bank customers in Hong Kong, can you
make any comment on April trends there? I would have presumed that would have continued
from last quarter, if what we’re picking up on the ground in Hong Kong is accurate. Thanks."
hsbc,2025-q1,KUNPENG MA,CHINA SECURITIES,4,neutral,"Hi, Georges. Hi, Pam. This is Kunpeng of China
Securities. Thank you for taking my question. I have two questions. The first is also some
follow-ups on the plausible downside trade scenario. If we compare the – you have two
scenario tests – one for trade, one for ECL – and we got your set of assumptions for those ECL
tests from your annual report. So if we compare those two tests, are the assumptions for the
trade test better or worse than the – I mean the downside scenario – better or worse than those
set of assumptions used in the ECL test? And also, is the low single-digit revenue impact just
for some one-year revenue or for every year’s revenue thereafter? That’s the first question.
The second question is, could you please give us some colour on the latest trend on Hong
Kong CRE? Thank you."
hsbc,2025-q1,AMAN RAKKAR,BARCLAYS,5,neutral,"Hey, Georges. Hey, Pam. Thanks very much for the various
updates and sensitivities that you’ve given us. I had two questions just around customer
behaviour. So I just wondered if you’d observed any material shift in the way that your
customers are transacting with you. Have you seen any forward indicators around sentiment,
any signs of de-risking or de-leveraging, any shift in particularly your corporate customers that
might be on the receiving end of trade tariffs? Any insights there would be really helpful.
And then the second is, definitely get the message around continuing to execute on the existing
strategy. I guess just two related points to that, one around capital returns. It’s great that
you’ve announced a $3 billion buyback. You’re talking about a more subdued outlook for
lending by extension RWAs, so presumably you might be quite capital generative this year. So
it seems like you’re committed to distributions despite the uncertainty. It’s an uncertain
backdrop, but the pace of distributions that you’re executing on, it feels like you’re committed
to that. Is that the right read? Should we be confident around things like the buyback
sustainability from here?
Page 5 of 13
And just the related part of that question, then, is just around, you talk about divestiture on track
– the $1.5 billion. But in terms of the redeploy, because I think you talked about some potential
revenue opportunities from the redeploy or cost savings, if it doesn’t come through, are you
minded to delay any of this redeploy, basically, given the volatile backdrop? Thank you."
hsbc,2025-q1,JASON NAPIER,UBS,-1,neutral,"Good morning. So two questions, please. The first, Georges, HSBC
is a signatory to a letter suggesting to the UK regulators that ringfencing is something that
should go. I think that’s the right view, but we’ve got a lot of investor demand for a sense from
you as to the motivation for that. What is it that you’d say in terms of opex funding costs and
Page 6 of 13
what restructuring charges may go with that? So when you made that motivation, what was
the maths behind it?
And then, secondly, very strong performance in costs in Q1, but guidance held constant for the
year ahead. I guess that implies potentially some slippage in efficiency ratios in the quarters
to come, notwithstanding the cost-saving actions that are underway. Could you talk a little bit
about the moving parts, just quarter-to-quarter volatility? Is there anything we should be
thinking about in the upcoming quarters as far as cost inflation is concerned? Thanks very
much."
hsbc,2025-q1,AMIT GOEL,MEDIOBANCA,4,neutral,"Hi. Thank you. A potential follow-up, actually, to Kian’s question.
Thank you, and I understand essentially that plausible downside tariff scenarios are pretty
similar or closer to the ECL downside one rather than the downside two type case. Again, just
coming back in terms of the broader profitability mid-teens target, so essentially, you’re saying
that if we were to see that plausible downside scenario, you still believe you can achieve that
mid-teens profitability level, and that’s before factoring in any further cost actions, or would that
be with any kind of re-jigging or additional cost action taken by the group to mitigate some of
that impact?
And then secondly, I just wanted to check – when I look at the downside one ECL scenario
now versus at full-year, it seems like the China and Hong Kong drawdown is not quite as
severe. I see the US is maybe a little bit – 30 bps more severe, so I was also kind of curious
why that downside scenario is not quite as negative, perhaps, as what you assessed at the full-
year stage. Thank you."
hsbc,2025-q1,GURPREET SINGH SAHI,GOLDMAN SACHS,2,neutral,"Thank you for taking my question, Georges
and Pam. Good morning. So really on banking NII, a couple if I may, please. First is Q on Q
banking NII held up pretty much flat, whereas interest rates would have added a headwind of,
as per my calculation, 170 million. So can you please double-check and tell us how much was
the benefit from the deposit price through being not that high, and then improved asset makes
and then the structural hedge? That’s one.
And then second, again on banking NII, around 42 billion guidance – how much are we
assuming for average interest earning assets growth? Because as I see, deposit growth has
been consistent, but that somehow on an YoY basis, it’s now showing up as 4% growth, but
then Q on Q there’s no growth and previously on YoY also, we could not show any growth.
Page 9 of 13
And then what is the around? Is a $41.5 billion outcome around $42 billion? Does that tick the
box and help us meet the target? Thank you."
hsbc,2025-q1,ANDREW COOMBS,CITIGROUP,-1,neutral,"Morning. If I could have a couple on the organisational
simplification and then also just one clarification on wealth. On the organisational simplification,
you previously guided to $1.8 billion of restructuring costs, and you said the majority of that is
expected to be booked in 2025. I think you only took $141 million in Q1, so presumably, we
should expect a big step-up in the restructuring charges from Q2 onwards for the rest of this
year. And then the second question attached to this is you said that the actions you’ve taken
to date would already translate into $300 million of annualised savings. I appreciate in Q1,
you’ve had very little of that, but nonetheless, you’re still guiding to $300 million for the full year
2025 when you’ve already achieved $300 million annualised and there’s presumably more to
come over the remaining year with the additional restructuring. So can you just clarify a bit
there on why more of the savings are not flowing into full-year 2025 compared to 2026?
And then on wealth, given the new segmental split, is it possible to get the split of the Asian
invested assets and the $16 billion Asian net new invested assets this quarter that’s attributable
to Hong Kong? Thank you."
hsbc,2025-q1,ED FIRTH,KBW,1,neutral,"Good morning, everybody. Thanks very much for taking the questions. I
just had a couple. The first one – I noticed that your cost guidance is based on an average
Page 10 of 13
exchange rate in Q1, but the US dollar is off 6% since then, so I assume that if we were to
actually do that at today’s exchange rate, your cost number would be somewhat higher than
that. I’m just trying to check – is your revenue guidance also based on those exchange rates?
Is it effectively like we should gear up both revenue and costs for the weakened dollar in terms
of our expectations? That’s the first point.
I guess partly related to that, are we actually in the plausible downside scenario now? Trade
flows from China to the US are down 45% booking, something like that. That feels to me like
a pretty downside scenario. Should we assume that as we go through Q2 and Q3, we are
actually in that scenario now? Is that effectively where we are, assuming nothing changes?
And I guess nobody has any idea what will happen in terms of the changes, but assuming we
stay where we are today.
And then my second question was just about Bocom. I can’t really understand the accounting,
because you’re still running with a valuation that’s $10 billion above the market value, but you
didn’t subscribe for new shares with the capital raise, which I assume you would have done if
you had thought it really was worth that much more. Should we be expecting you to correct
that down to what would be a market price rather than just the $1.6bn? Should we be revisiting
how you do the – I think you call it value in use, something like that. Thanks very much."
hsbc,2025-q1,KATHERINE LEI,JP MORGAN,4,neutral,"Thank you. I have two questions. The first one, I still want to
ask about the tariff scenario, because I think for at least investors in this part of the world, I
think it’s widely expected that the Chinese government will have more stimulus policy because
of the tariffs. So in your downside scenario analysis, have you incorporated some of the
positive impact from the stimulus policies which could potentially be benefitting the Hong Kong,
China market? I think this is number one.
Number two, I still want to ask about loan growth, because now the guidance is there will be
muted loan demands in 2025. When we’re giving this type of guidance, what sort of tariff
environments are we incorporating? Also, is there any guidance on, say, for example, deposit
growth and also banking asset or interest-generating asset growth? How should we look at
this whole thing? Thank you."
hsbc,2025-q1,YAN JIAHUI,CICC,4,neutral,"Thanks for taking my questions. My question is also about tariffs. Could
you give an example of how your major clients react to tariff policy in April? Are they facing a
sharp decline in business demand or are they actively seeking the solutions to reduce the effect
of tariffs, or just to cut their business? And how HSBC help them navigate through the
challenge from the tariffs, and beyond risks, have we seen any new business opportunities for
HSBC in this context? Thank you.
Page 12 of 13"
